,wombus_id,birth_continent,gender,age,college_degree,problem_solving_skill,technology_skill,english_skill,most_recent_income,total_jobs,shirt_color_preference,customer_exp_preference,work_env_preference,personal_growth_preference,honest_communication_preference,community_service_preference,remote_work_preference,industry_preference,score
13,1118,North America,Female,35.0,0.0,16.1049772,26.03470274,9.299056394,61080.5,Unsure,Blue,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Hybrid,Finance,57.34256807115499
14,1119,Asia,Female,59.0,Unsure,15.83960103,26.28544632,5.964916638,57791.0,4.0,Purple,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Finance,58.45610815552401
15,1120,North America,Male,53.0,0.0,15.64279293,16.48122799,8.142138163,58308.0,6.0,Purple,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Hybrid,Higher Education,58.6563246973535
16,1121,North America,Female,41.0,0.0,10.81682913,29.96742828,8.285216522,71008.0,3.0,Purple,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Hybrid,Tech,60.748001330236
17,1122,North America,Female,37.0,0.0,14.68646003,28.32157578,7.870972801,60825.0,4.0,Blue,Unsure,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,On-Site,Finance,57.60658457016949
18,1123,Africa,Male,47.0,1.0,15.01662722,25.74735004,6.284590012,59956.0,Unsure,Blue,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Finance,58.02840632851199
19,1124,Africa,Male,44.0,0.0,21.54572134,22.81105225,6.833563823,42774.0,4.0,Purple,Neutral,Disagree,Agree,Strongly Agree,Agree,On-Site,Finance,53.3012363225045
20,1125,North America,Female,44.0,1.0,10.98128562,26.04266649,5.724452903,70576.0,Unsure,Purple,Disagree,Neutral,Disagree,Neutral,Strongly Agree,Hybrid,Renewable Energy,60.5023221607285
21,1126,Asia,Female,32.0,1.0,24.56806868,29.61428071,6.236458086,34821.0,Unsure,Blue,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Renewable Energy,49.83690049649
22,1127,Asia,Female,27.0,0.0,22.26043245,27.01931993,8.142138163,40894.0,4.0,Purple,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Hybrid,Tech,51.426157954867506
23,1128,North America,Male,43.0,0.0,10.03546968,29.62154628,9.038703192,73065.0,Unsure,Purple,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,On-Site,Renewable Energy,61.628177417416
24,1129,North America,Female,37.0,0.0,13.38728897,23.80141821,9.110968655,64244.0,Unsure,Blue,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Hybrid,Higher Education,58.8467045624735
25,1130,North America,Female,31.0,1.0,16.7828387,28.18443803,8.784578905,55308.0,3.0,Purple,Agree,Neutral,Agree,Disagree,Strongly Agree,Hybrid,Higher Education,55.7569219874355
26,1131,North America,Female,44.0,0.0,18.82307561,26.03470274,8.142138163,49939.0,3.0,Blue,Strongly Disagree,Neutral,Agree,Neutral,Strongly Agree,Remote,Higher Education,55.4068552084085
27,1132,North America,Male,46.0,1.0,18.50330755,19.92876441,9.582859116,50781.0,Unsure,Purple,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,On-Site,Tech,56.2033033493
28,1133,Asia,Female,40.0,0.0,12.6196628,27.25358397,5.39092107,66264.0,Unsure,Purple,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,On-Site,Tech,58.897141010352
29,1134,North America,Female,51.0,1.0,13.64272854,20.76590193,6.721377092,63572.0,5.0,Blue,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Finance,59.540814681741004
30,1135,North America,Male,49.0,0.0,15.07113051,26.03470274,8.545327485,59813.0,Unsure,Blue,Unsure,Neutral,Disagree,Disagree,Strongly Agree,Hybrid,Higher Education,58.585831390111494
31,1136,Asia,Female,54.0,1.0,14.15954916,30.56208552,5.743213944,62212.0,Unsure,Purple,Unsure,Strongly Agree,Agree,Neutral,Strongly Agree,On-Site,Higher Education,59.067909681168004
32,1137,North America,Male,39.0,Unsure,12.34530437,25.33125999,9.335059242,66986.0,4.0,Blue,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,On-Site,Tech,59.775028485427
33,1138,Asia,Female,43.0,1.0,11.82886192,21.07264969,6.860045472,68345.0,Unsure,Purple,Unsure,Strongly Agree,Agree,Disagree,Agree,Hybrid,Finance,60.123450073217
34,1139,North America,Male,39.0,Unsure,21.32942378,5.327609627,8.142138163,43344.0,Unsure,Purple,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Hybrid,Tech,53.5963121472522
35,1140,North America,Female,44.0,0.0,26.0254714,26.03470274,8.142138163,30986.0,Unsure,Blue,Neutral,Neutral,Agree,Neutral,Strongly Agree,Hybrid,Higher Education,50.3127789987735
36,1141,North America,Female,51.0,0.0,15.18482641,21.80546327,9.44145974,59514.0,5.0,Purple,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Hybrid,Finance,58.936736427772004
37,1142,North America,Male,44.0,0.0,15.17243765,18.42861732,9.367990594,59546.0,6.0,Blue,Agree,Neutral,Agree,Neutral,Strongly Agree,On-Site,Renewable Energy,58.368904421388
38,1143,Asia,Male,32.0,0.0,9.393731155,23.27818793,6.190890325,74753.0,Unsure,Blue,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,On-Site,Tech,60.687068406798005
39,1144,North America,Female,43.0,0.0,16.95203506,27.36985823,8.960939488,54863.0,3.0,Purple,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Hybrid,Finance,56.766391189844995
40,1145,North America,Female,49.0,0.0,17.54008154,17.46513011,9.725277177,53316.0,Unsure,Purple,Strongly Disagree,Neutral,Agree,Neutral,Strongly Agree,Hybrid,Higher Education,57.2301999123115
41,1146,Asia,Female,46.0,1.0,18.92664417,23.49713034,6.639827955,49667.0,4.0,Purple,Strongly Agree,Disagree,Agree,Neutral,Disagree,Remote,Tech,55.284002681736496
42,1147,Asia,Female,44.0,1.0,5.480091434,28.14614501,8.142138163,85052.0,4.0,Blue,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Hybrid,Tech,64.8021720571795
43,1148,North America,Male,47.0,0.0,14.59483018,30.86658148,8.004031956,61066.0,3.0,Purple,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Remote,Tech,58.545543338171996
44,1149,North America,Male,30.0,0.0,13.62027658,25.65972738,8.82249036,63631.0,4.0,Purple,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Hybrid,Finance,57.961152405508
45,1150,Asia,Male,39.0,0.0,10.77315949,19.22901996,6.645932786,71123.0,Unsure,Purple,Unsure,Agree,Disagree,Neutral,Strongly Agree,On-Site,Finance,60.506868483699996
46,1151,Asia,Male,58.0,0.0,17.24853922,29.48838755,8.142138163,54083.0,3.0,Purple,Strongly Disagree,Disagree,Agree,Neutral,Agree,Hybrid,Higher Education,57.7118534842245
47,1152,Africa,Male,44.0,0.0,9.129758492,30.19365871,5.861198267,75448.0,3.0,Purple,Unsure,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,On-Site,Higher Education,61.7547190906685
48,1153,North America,Male,48.0,0.0,5.589710083,29.42334658,8.283068598,84764.0,Unsure,Blue,Agree,Disagree,Agree,Disagree,Strongly Agree,Hybrid,Tech,65.0855787561455
49,1154,South America,Female,56.0,0.0,25.92389257,15.78815665,9.739748258,31253.0,6.0,Purple,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Remote,Higher Education,51.966437560077004
50,1155,Asia,Female,27.0,0.0,5.895108408,29.26129222,6.245150871,61080.5,3.0,Purple,Agree,Strongly Agree,Agree,Strongly Agree,Agree,On-Site,Tech,59.11813034521149
51,1156,Asia,Male,61.0,0.0,14.50126585,26.03470274,6.408534316,61312.0,3.0,Blue,Agree,Neutral,Agree,Neutral,Strongly Agree,On-Site,Higher Education,59.67028068238301
52,1157,Africa,Male,46.0,0.0,13.84328429,23.81843928,8.142138163,63044.0,Unsure,Purple,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Hybrid,Tech,59.1531563908425
53,1158,Asia,Male,45.0,0.0,10.52889778,28.95567924,6.418718592,71766.0,3.0,Purple,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Hybrid,Tech,60.983727630962
54,1159,North America,Male,49.0,1.0,14.50640219,20.84674024,9.363129158,61299.0,5.0,Blue,Neutral,Agree,Agree,Neutral,Strongly Agree,Hybrid,Renewable Energy,59.240998885955996
55,1160,North America,Male,62.0,0.0,14.18794544,26.03470274,8.820684929,62137.0,3.0,Purple,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,On-Site,Tech,60.431826977372495
56,1161,North America,Female,44.0,0.0,14.62014128,24.33777158,8.969412746,61000.0,5.0,Blue,Agree,Disagree,Agree,Neutral,Strongly Agree,Hybrid,Higher Education,58.567700520367
57,1162,North America,Male,50.0,0.0,15.18185625,25.15913798,9.002916811,59521.0,Unsure,Purple,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Finance,58.70018649882449
58,1163,North America,Male,55.0,1.0,13.57520352,27.43224021,8.998716229,63749.0,3.0,Purple,Disagree,Disagree,Agree,Neutral,Strongly Agree,Remote,Tech,60.240531817649504
59,1164,Africa,Male,47.0,0.0,13.46241029,24.70728514,6.431547684,64046.0,Unsure,Purple,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,On-Site,Higher Education,59.175785714895
60,1165,North America,Male,58.0,1.0,14.51715814,21.67092505,9.523949121,63382.0,5.0,Blue,Unsure,Disagree,Agree,Strongly Agree,Agree,Hybrid,Higher Education,60.3785347326615
61,1166,Africa,Male,48.0,0.0,14.24524088,27.68282397,6.381238419,61986.0,3.0,Purple,Disagree,Strongly Agree,Agree,Disagree,Disagree,Hybrid,Tech,58.6435142384205
62,1167,North America,Female,54.0,1.0,20.30845888,28.50245146,8.142138163,46030.0,4.0,Blue,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,On-Site,Finance,55.2071363366255
63,1168,Africa,Female,23.0,0.0,17.81770606,23.16867215,6.61320791,52585.0,4.0,Blue,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,On-Site,Renewable Energy,53.999875292039995
64,1169,Europe,Male,41.0,1.0,10.57561974,16.33145976,6.944454217,71643.0,6.0,Blue,Strongly Agree,Neutral,Agree,Disagree,Agree,Remote,Tech,60.9399461119365
65,1170,North America,Male,49.0,0.0,18.48187636,28.67847358,9.394580684,50837.0,2.0,Blue,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Hybrid,Tech,56.279167668984
66,1171,Africa,Female,45.0,0.0,15.96158201,27.62818549,5.786990089,57470.0,4.0,Blue,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Hybrid,Finance,57.049928874282486
67,1172,South America,Female,36.0,0.0,8.571432044,16.89128559,8.142138163,76917.0,5.0,Blue,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,On-Site,Higher Education,62.1196873626725
68,1173,North America,Female,28.0,Unsure,17.92454866,22.02367864,8.142138163,52304.0,4.0,Purple,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,On-Site,Renewable Energy,54.68226259817351
69,1174,North America,Female,50.0,Unsure,12.0104809,24.04697052,9.490440891,67867.0,4.0,Blue,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Remote,Higher Education,61.056364216973506
70,1175,Asia,Female,40.0,0.0,14.41020289,24.26132319,6.62576811,61552.0,Unsure,Purple,Unsure,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Remote,Tech,57.920547835249
71,1176,Asia,Male,61.0,1.0,11.6723905,18.45176809,6.930951206,68757.0,Unsure,Blue,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,On-Site,Tech,61.919535626678
72,1177,North America,Female,52.0,0.0,5.113706614,19.15090761,8.142138163,86017.0,5.0,Blue,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Remote,Renewable Energy,65.9604437287695
73,1178,North America,Female,40.0,0.0,12.53436316,32.7894208,7.927695115,66489.0,Unsure,Blue,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Hybrid,Finance,59.32049805648751
74,1179,North America,Male,44.0,0.0,13.68262572,26.3162855,8.748536509,63467.0,4.0,Purple,Neutral,Strongly Disagree,Agree,Neutral,Strongly Agree,On-Site,Tech,59.1502072942985
75,1180,North America,Female,39.0,0.0,16.83164591,29.33109184,8.47956525,55180.0,3.0,Purple,Agree,Strongly Agree,Agree,Neutral,Agree,On-Site,Tech,56.362764720094
76,1181,North America,Female,36.0,Unsure,21.60462229,33.1168815,8.62894864,42619.0,1.0,Blue,Disagree,Disagree,Agree,Neutral,Agree,Hybrid,Tech,52.66932994762501
77,1182,North America,Female,38.0,1.0,14.51715814,24.26297281,9.34975714,70600.0,4.0,Blue,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,Hybrid,Finance,59.593767577780994
78,1183,North America,Female,60.0,0.0,4.43290938,23.91101221,9.366827263,87808.0,Unsure,Blue,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Agree,Hybrid,Finance,67.2955558166005
79,1184,North America,Male,42.0,0.0,16.77988937,28.54156175,8.9243139,61080.5,3.0,Purple,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Hybrid,Finance,57.64593152161999
80,1185,South America,Male,49.0,0.0,12.89393509,26.76172384,9.407773936,65542.0,3.0,Blue,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Finance,60.27204702956299
81,1186,Asia,Female,55.0,0.0,12.3008417,31.05877084,5.665381093,67103.0,2.0,Purple,Unsure,Strongly Disagree,Disagree,Neutral,Strongly Agree,Hybrid,Tech,60.448102953078504
82,1187,Asia,Male,52.0,0.0,16.40844296,16.45930935,8.142138163,56294.0,6.0,Blue,Disagree,Neutral,Agree,Neutral,Agree,Hybrid,Finance,58.025356944094504
83,1188,North America,Male,37.0,0.0,5.767596084,28.24913743,9.107187797,84296.0,Unsure,Purple,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Hybrid,Finance,64.14684528953751
84,1189,Asia,Female,35.0,0.0,17.45478836,25.40320568,5.859374245,53540.0,4.0,Purple,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,On-Site,Tech,55.1514988713205
85,1190,North America,Female,27.0,1.0,9.576362315,28.98841856,6.922211904,74273.0,3.0,Blue,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,On-Site,Renewable Energy,60.1307458412045
86,1191,North America,Female,38.0,0.0,15.07699655,25.24255238,9.021909951,59797.0,4.0,Purple,Agree,Disagree,Neutral,Neutral,Strongly Agree,Hybrid,Tech,57.696243070924496
87,1192,North America,Male,37.0,0.0,13.54980266,26.9203531,9.121360177,63816.0,3.0,Purple,Agree,Disagree,Strongly Agree,Neutral,Disagree,On-Site,Renewable Energy,58.671580931030505
88,1193,North America,Male,45.0,0.0,14.78234879,26.55176803,8.142138163,60573.0,Unsure,Blue,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,On-Site,Finance,58.3446065794675
89,1194,Africa,Female,42.0,0.0,19.97806294,25.66533885,6.662973253,46900.0,3.0,Purple,Agree,Neutral,Agree,Neutral,Strongly Agree,Remote,Finance,54.1414979774595
90,1195,Asia,Female,66.0,0.0,13.70218928,14.42453775,7.061380715,63415.0,6.0,Purple,Unsure,Neutral,Agree,Neutral,Agree,Hybrid,Renewable Energy,61.0382826878025
91,1196,North America,Female,38.0,1.0,13.14901157,26.03470274,8.191703479,64871.0,4.0,Purple,Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Hybrid,Tech,58.8893433681025
92,1197,North America,Male,46.0,0.0,16.07486125,22.41177465,9.544852006,57171.0,4.0,Blue,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Agree,On-Site,Tech,57.86431891045899
93,1198,North America,Female,49.0,0.0,15.05021756,26.03470274,9.62324897,59868.0,6.0,Blue,Strongly Disagree,Neutral,Disagree,Strongly Agree,Strongly Agree,Hybrid,Tech,58.80165006623899
94,1199,North America,Female,46.0,0.0,16.87938647,29.22340921,8.142138163,55054.0,3.0,Blue,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Remote,Renewable Energy,56.898155171065504
95,1200,North America,Female,29.0,0.0,18.53202611,2.928836467,9.989034112,50705.0,9.0,Purple,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Hybrid,Tech,55.066976513479695
96,1201,Asia,Female,54.0,0.0,12.69108962,25.94943463,6.390514551,66076.0,4.0,Blue,Unsure,Agree,Disagree,Neutral,Agree,On-Site,Finance,60.31899304609449
97,1202,North America,Female,44.0,0.0,14.51715814,25.09151296,8.142138163,56462.0,5.0,Blue,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Hybrid,Tech,57.7388412895855
98,1203,North America,Female,49.0,0.0,20.47144101,25.22098181,8.967628674,45601.0,4.0,Blue,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Tech,54.861100840117
99,1204,North America,Male,35.0,0.0,11.73367669,25.8713252,8.142138163,68596.0,Unsure,Purple,Unsure,Strongly Agree,Agree,Strongly Disagree,Agree,Hybrid,Renewable Energy,59.6144682904345
100,1205,North America,Male,40.0,0.0,14.91992313,17.92372591,9.501990141,60211.0,6.0,Purple,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Hybrid,Renewable Energy,58.2226178763425
101,1206,North America,Female,37.0,1.0,12.72945712,26.03470274,8.142138163,65975.0,Unsure,Purple,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Hybrid,Renewable Energy,59.0868320755935
102,1207,Asia,Female,49.0,0.0,6.818716201,29.11061637,6.417146749,81530.0,Unsure,Purple,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Remote,Tech,63.964579087318995
103,1208,North America,Female,54.0,0.0,13.77921723,25.3688747,8.958299054,63213.0,4.0,Blue,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Hybrid,Higher Education,60.039891986046
104,1209,Asia,Female,26.0,0.0,19.31114261,23.02875494,6.751648687,48655.0,Unsure,Blue,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,On-Site,Finance,53.24220154685451
105,1210,North America,Male,64.0,1.0,7.445124456,19.73077206,9.675103039,79881.0,Unsure,Purple,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Hybrid,Tech,65.66571000701549
106,1211,Asia,Female,36.0,0.0,21.9496046,29.8304839,5.202859428,41712.0,3.0,Blue,Strongly Agree,Neutral,Agree,Neutral,Agree,Hybrid,Tech,51.851890443811996
107,1212,Asia,Female,58.0,0.0,13.96000089,19.28203505,7.045354491,62737.0,Unsure,Purple,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Hybrid,Finance,60.0363509422915
108,1213,North America,Female,45.0,0.0,8.896368728,22.14615629,9.380359116,76062.0,Unsure,Blue,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Hybrid,Finance,62.826234049831
109,1214,South America,Male,44.0,0.0,14.25375339,26.03470274,8.142138163,61964.0,4.0,Purple,Unsure,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Remote,Finance,58.6387599688385
110,1215,Asia,Female,52.0,Unsure,12.42072608,10.54888649,8.142138163,66788.0,Unsure,Purple,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,On-Site,Finance,60.963445782728506
111,1216,North America,Female,43.0,0.0,12.19823559,29.17786556,8.942429669,67373.0,Unsure,Blue,Strongly Disagree,Neutral,Agree,Neutral,Strongly Agree,Remote,Renewable Energy,60.0892723002895
112,1217,Europe,Male,45.0,0.0,7.563494548,28.19636067,8.142138163,79570.0,Unsure,Purple,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Hybrid,Renewable Energy,63.4177011111045
113,1218,North America,Female,50.0,0.0,16.44124268,26.36272033,8.142138163,56207.0,4.0,Purple,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Hybrid,Renewable Energy,57.6249758514125
114,1219,North America,Female,44.0,1.0,14.51715814,18.70628437,9.59703739,64122.0,6.0,Purple,Strongly Disagree,Disagree,Agree,Neutral,Strongly Agree,Hybrid,Tech,59.303864044362
115,1220,North America,Male,34.0,0.0,10.23131016,23.63045214,9.405720355,72549.0,4.0,Purple,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,On-Site,Finance,60.867236984581496
116,1221,North America,Female,34.0,0.0,14.95295929,26.20392943,8.947240433,60124.0,4.0,Blue,Unsure,Disagree,Agree,Neutral,Agree,On-Site,Finance,57.3910053227125
117,1222,Asia,Female,46.0,0.0,11.73647046,31.2646826,3.728726926,68588.0,Unsure,Purple,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Hybrid,Tech,59.671964591969
118,1223,North America,Male,41.0,0.0,11.56293536,28.15981881,8.142138163,61080.5,4.0,Blue,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,On-Site,Finance,59.0166488352405
119,1224,Asia,Male,50.0,0.0,17.45357168,29.70409233,5.880375458,53543.0,3.0,Purple,Unsure,Strongly Agree,Agree,Agree,Strongly Agree,On-Site,Renewable Energy,56.42065776563001
120,1225,North America,Female,40.0,0.0,11.02696911,29.1770113,8.142138163,70455.0,3.0,Blue,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,On-Site,Tech,60.4984167103145
121,1226,North America,Female,43.0,0.0,22.41296113,18.62909544,8.142138163,40492.0,6.0,Purple,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Remote,Tech,52.9251487817985
122,1227,North America,Male,38.0,0.0,18.0418602,21.21913284,9.628239485,51995.0,4.0,Blue,Agree,Neutral,Neutral,Neutral,Agree,Hybrid,Higher Education,55.79241426913651
123,1228,North America,Female,53.0,0.0,10.18576702,7.793443703,10.03386582,72669.0,7.0,Purple,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Hybrid,Tech,63.0417775541103
124,1229,North America,Male,69.0,1.0,10.98239065,21.1913856,9.194934357,70573.0,6.0,Purple,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Hybrid,Tech,63.495311849915495
125,1230,Africa,Female,60.0,0.0,11.73139183,25.07790121,5.79406645,68602.0,5.0,Blue,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Hybrid,Finance,61.443956162951004
126,1231,North America,Male,37.0,0.0,13.13661813,26.03470274,9.79569688,64904.0,5.0,Purple,Disagree,Neutral,Agree,Neutral,Strongly Agree,Hybrid,Tech,59.107312626749
127,1232,Asia,Female,50.0,0.0,13.94267553,26.69058443,6.265219066,62782.0,4.0,Purple,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,On-Site,Higher Education,59.035589275707004
128,1233,North America,Female,41.0,0.0,14.35833066,31.27766173,9.026175503,61689.0,2.0,Purple,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,On-Site,Tech,58.3553626155925
129,1234,Asia,Female,65.0,0.0,11.10198866,22.37993113,6.482839205,70258.0,5.0,Blue,Disagree,Strongly Agree,Agree,Neutral,Disagree,On-Site,Renewable Energy,62.521222757955506
130,1235,North America,Male,18.0,0.0,14.11257528,26.85794862,9.179727449,62335.0,3.0,Blue,Unsure,Strongly Agree,Disagree,Neutral,Agree,Hybrid,Finance,56.575662168380504
131,1236,South America,Female,60.0,0.0,18.04389403,26.92565265,8.866106802,51990.0,4.0,Purple,Strongly Disagree,Agree,Disagree,Disagree,Agree,Hybrid,Tech,57.51533191064299
132,1237,Asia,Female,62.0,0.0,13.37771639,28.60790036,6.291170005,64269.0,3.0,Blue,Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Remote,Higher Education,60.481904615233496
133,1238,South America,Male,26.0,0.0,10.17868731,31.01247496,8.549892427,72688.0,Unsure,Blue,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Hybrid,Higher Education,59.8780214254165
134,1239,Asia,Female,49.0,0.0,17.4021182,22.31935171,6.29126524,53679.0,5.0,Purple,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Hybrid,Finance,56.590728339931
135,1240,North America,Male,50.0,Unsure,15.66883203,22.03261225,8.142138163,58240.0,5.0,Purple,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,On-Site,Finance,58.2575147664295
136,1241,Asia,Male,59.0,0.0,15.792837,30.60318578,3.638856926,57914.0,Unsure,Blue,Unsure,Strongly Agree,Disagree,Neutral,Agree,Remote,Finance,57.969441079177
137,1242,North America,Female,45.0,0.0,14.00084092,26.62975607,9.159117415,62629.0,3.0,Purple,Agree,Disagree,Agree,Neutral,Strongly Agree,Hybrid,Finance,59.0853822101245
